06,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,07,08
16,03,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,05,17,17,17,17,17,17,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,19,04,22,35,04,05,17,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,17,17,17,17,15,17,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,17,17,17,17,15,17,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,17,17,17,17,15,17,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,17,17,17,17,15,17,18
16,23,24,29,14,09,24,24,24,24,24,24,29,24,24,24,24,25,17,17,17,17,15,17,18
26,21,17,13,14,19,22,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,15,17,18
30,16,17,13,14,14,17,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,15,17,18
06,31,17,13,14,09,32,17,17,17,17,17,13,17,17,17,17,17,17,17,17,17,15,17,18
16,03,04,33,14,19,04,04,05,17,17,17,23,24,24,32,03,04,04,04,04,04,19,05,18
16,13,14,14,14,14,14,14,15,17,17,17,17,17,17,17,13,14,14,14,14,14,14,15,18
16,13,14,14,14,14,14,14,19,04,04,04,04,04,04,04,33,14,14,14,14,14,14,15,18
16,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,18
16,13,14,14,14,14,14,14,09,24,24,32,14,34,24,24,29,14,14,14,14,14,14,15,18
16,13,14,14,14,14,14,14,15,17,17,17,14,17,17,17,13,14,14,14,14,14,14,15,18
16,13,14,14,14,14,14,14,15,20,27,00,01,02,27,21,13,14,14,14,14,14,14,15,18
16,23,24,24,24,24,24,24,25,18,30,10,11,12,30,16,23,24,24,24,24,24,24,25,18
26,27,27,27,27,27,27,27,27,28,30,10,11,12,30,26,27,27,27,27,27,27,27,27,28

38,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,38
40,45,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,44,-1,-1,-1,-1,-1,-1,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,43,-1,-1,43,44,-1,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,40,-1,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,40,-1,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,40,-1,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,40,-1,41
40,37,42,41,-1,40,42,42,42,42,42,42,41,42,42,42,42,36,-1,-1,-1,-1,40,-1,41
38,-1,-1,41,-1,40,44,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,41
-1,40,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,41
38,-1,-1,41,-1,40,36,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,41
40,45,43,41,-1,40,43,43,44,-1,-1,-1,37,42,37,-1,45,43,43,43,43,43,40,44,41
40,41,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,40,41
40,41,-1,-1,-1,-1,-1,-1,43,43,43,43,43,43,43,43,43,-1,-1,-1,-1,-1,-1,40,41
40,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41
40,41,-1,-1,-1,-1,-1,-1,42,42,42,-1,-1,-1,42,42,42,-1,-1,-1,-1,-1,-1,40,41
40,41,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,40,41
40,41,-1,-1,-1,-1,-1,-1,40,45,43,44,-1,45,43,44,41,-1,-1,-1,-1,-1,-1,40,41
40,37,42,42,42,42,42,42,36,41,-1,40,-1,41,-1,40,37,42,42,42,42,42,42,36,41
38,43,43,43,43,43,43,43,43,38,-1,40,-1,41,-1,38,43,43,43,43,43,43,43,43,38

